-1.0,-1.0,2.061153622438558e-09
-1.0,-0.95,5.464462900607136e-09
-1.0,-0.8999999999999999,1.3780655548945766e-08
-1.0,-0.8499999999999999,3.305807413103671e-08
-1.0,-0.7999999999999998,7.543458349844286e-08
-1.0,-0.7499999999999998,1.6373771305908213e-07
-1.0,-0.6999999999999997,3.3807434839047547e-07
-1.0,-0.6499999999999997,6.639891685684118e-07
-1.0,-0.5999999999999996,1.2404950799567179e-06
-1.0,-0.5499999999999996,2.2045216750777566e-06
-1.0,-0.4999999999999996,3.726653172078691e-06
-1.0,-0.4499999999999996,5.99251120980795e-06
-1.0,-0.39999999999999963,9.166087736247651e-06
-1.0,-0.34999999999999964,1.3336578961877491e-05
-1.0,-0.29999999999999966,1.8458233995780592e-05
-1.0,-0.24999999999999967,2.430083125932955e-05
-1.0,-0.19999999999999968,3.0432483008403733e-05
-1.0,-0.1499999999999997,3.625258024588072e-05
-1.0,-0.09999999999999969,4.1079555225300724e-05
-1.0,-0.049999999999999684,4.4279001502741644e-05
-1.0,3.191891195797325e-16,4.5399929762484854e-05
-1.0,0.05000000000000032,4.4279001502741644e-05
-1.0,0.10000000000000032,4.1079555225300724e-05
-1.0,0.15000000000000033,3.625258024588065e-05
-1.0,0.20000000000000034,3.0432483008403625e-05
-1.0,0.25000000000000033,2.430083125932942e-05
-1.0,0.3000000000000003,1.8458233995780524e-05
-1.0,0.3500000000000003,1.3336578961877444e-05
-1.0,0.4000000000000003,9.166087736247602e-06
-1.0,0.4500000000000003,5.992511209807918e-06
-1.0,0.5000000000000003,3.726653172078658e-06
-1.0,0.5500000000000004,2.2045216750777366e-06
-1.0,0.6000000000000004,1.2404950799567068e-06
-1.0,0.6500000000000005,6.639891685684059e-07
-1.0,0.7000000000000005,3.3807434839047187e-07
-1.0,0.7500000000000006,1.637377130590798e-07
-1.0,0.8000000000000006,7.543458349844179e-08
-1.0,0.8500000000000006,3.305807413103624e-08
-1.0,0.9000000000000007,1.3780655548945571e-08
-1.0,0.9500000000000007,5.464462900607058e-09
-0.95,-1.0,5.464462900607136e-09
-0.95,-0.95,1.4487204867720565e-08
-0.95,-0.8999999999999999,3.653482213721058e-08
-0.95,-0.8499999999999999,8.764248219443668e-08
-0.95,-0.7999999999999998,1.9998969434520124e-07
-0.95,-0.7499999999999998,4.34096056063517e-07
-0.95,-0.6999999999999997,8.962916273271387e-07
-0.95,-0.6499999999999997,1.7603463121561787e-06
-0.95,-0.5999999999999996,3.288759881366502e-06
-0.95,-0.5499999999999996,5.844555580866598e-06
-0.95,-0.4999999999999996,9.879980696519344e-06
-0.95,-0.4499999999999996,1.5887149230888574e-05
-0.95,-0.39999999999999963,2.4300831259329594e-05
-0.95,-0.34999999999999964,3.535750085041011e-05
-0.95,-0.29999999999999966,4.8935864742258036e-05
-0.95,-0.24999999999999967,6.442556703435553e-05
-0.95,-0.19999999999999968,8.068160110066513e-05
-0.95,-0.1499999999999997,9.611165206139487e-05
-0.95,-0.09999999999999969,0.00010890876985506664
-0.95,-0.049999999999999684,0.00011739103691911818
-0.95,3.191891195797325e-16,0.00012036280516721338
-0.95,0.05000000000000032,0.00011739103691911818
-0.95,0.10000000000000032,0.00010890876985506645
-0.95,0.15000000000000033,9.61116520613947e-05
-0.95,0.20000000000000034,8.068160110066498e-05
-0.95,0.25000000000000033,6.442556703435542e-05
-0.95,0.3000000000000003,4.893586474225786e-05
-0.95,0.3500000000000003,3.535750085040998e-05
-0.95,0.4000000000000003,2.430083125932942e-05
-0.95,0.4500000000000003,1.588714923088849e-05
-0.95,0.5000000000000003,9.879980696519274e-06
-0.95,0.5500000000000004,5.844555580866545e-06
-0.95,0.6000000000000004,3.288759881366473e-06
-0.95,0.6500000000000005,1.7603463121561598e-06
-0.95,0.7000000000000005,8.962916273271291e-07
-0.95,0.7500000000000006,4.340960560635116e-07
-0.95,0.8000000000000006,1.9998969434519876e-07
-0.95,0.8500000000000006,8.764248219443543e-08
-0.95,0.9000000000000007,3.6534822137210065e-08
-0.95,0.9500000000000007,1.4487204867720309e-08
-0.8999999999999999,-1.0,1.3780655548945766e-08
-0.8999999999999999,-0.95,3.653482213721058e-08
-0.8999999999999999,-0.8999999999999999,9.213600834566168e-08
-0.8999999999999999,-0.8499999999999999,2.2102279410515374e-07
-0.8999999999999999,-0.7999999999999998,5.043476625678908e-07
-0.8999999999999999,-0.7499999999999998,1.0947330657332335e-06
-0.8999999999999999,-0.6999999999999997,2.2603294069810703e-06
-0.8999999999999999,-0.6499999999999997,4.439361491865187e-06
-0.8999999999999999,-0.5999999999999996,8.293819160757414e-06
-0.8999999999999999,-0.5499999999999996,1.4739199215286588e-05
-0.8999999999999999,-0.4999999999999996,2.491600973150338e-05
-0.8999999999999999,-0.4499999999999996,4.006529739295128e-05
-0.8999999999999999,-0.39999999999999963,6.128349505322247e-05
-0.8999999999999999,-0.34999999999999964,8.916695916023554e-05
-0.8999999999999999,-0.29999999999999966,0.0001234098040866802
